Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 755'],[' 388'],"[' 5.694s (Solving', ' 4.45s 1st Model', ' 0.65s Unsat', ' 0.18s)']",[' 5.563s'], ,[' 650148  '],"[' 35231    (Analyzed', ' 19817)']","[' 185      (Average', ' 107.12 Last', ' 604)']",[' 1081.4  '],"[' 388      (Average Length', ' 244.94 Splits', ' 0)']","[' 19817    (Deleted', ' 11854)']","[' 15       (Ratio', '   0.08%)']","[' 234      (Ratio', '   1.18%)']","[' 19817    (Average Length', '    7.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19817    (Average', ' 18.53 Max', ' 1607 Sum', ' 367130)']","[' 19602    (Average', ' 16.07 Max', ' 1364 Sum', ' 318397 Ratio', '  86.73%)']","[' 215      (Average', ' 226.67 Max', ' 366 Sum', '  48733 Ratio', '  13.27%)']", ,[' 56854   '],[' 1656    '],[' 53102   '],[' 15975   '],"[' 41311    (Atom=Atom', ' 12482 Body=Body', ' 7277 Other', ' 21552)']",[' Yes'],"[' 2622     (Eliminated', '    0 Frozen', ' 2622)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.222748'],[' 0'], ,[' 0.448343'],[' 0'],[' 0.0347152'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.407e+06'],[' 1.13224e+06'],[' 0'],[' 1.17666e+07'],[' 0'],[' 0'],[' 441 '],[' 719 '],[' 1060 '],[' 1452 '],[' 1771 '],[' 2011 '],[' 2353 '],[' 2625 '],[' 2902 '],[' 3180 '],[' 0 '],[' 10 ']
Solving...,TA52, , , ,[' 763'],[' 392'],"[' 77.874s (Solving', ' 76.66s 1st Model', ' 0.53s Unsat', ' 12.75s)']",[' 77.797s'], ,[' 9823149 '],"[' 6959041  (Analyzed', ' 6949729)']","[' 13976    (Average', ' 497.26 Last', ' 12012)']",[' 982.3   '],"[' 392      (Average Length', ' 253.80 Splits', ' 0)']","[' 6949729  (Deleted', ' 6832150)']","[' 6        (Ratio', '   0.00%)']","[' 685      (Ratio', '   0.01%)']","[' 6949729  (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6949729  (Average', '  1.35 Max', ' 1477 Sum', ' 9407235)']","[' 6949479  (Average', '  1.34 Max', ' 1370 Sum', ' 9343470 Ratio', '  99.32%)']","[' 250      (Average', ' 255.06 Max', ' 416 Sum', '  63765 Ratio', '   0.68%)']", ,[' 56668   '],[' 1685    '],[' 53071   '],[' 15864   '],"[' 41786    (Atom=Atom', ' 12609 Body=Body', ' 7365 Other', ' 21812)']",[' Yes'],"[' 2656     (Eliminated', '    0 Frozen', ' 2656)']","[' 29       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.208453'],[' 0'], ,[' 32.3702'],[' 0'],[' 1.02144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.74537e+07'],[' 1.11346e+07'],[' 0'],[' 1.55388e+09'],[' 0'],[' 0'],[' 559 '],[' 786 '],[' 1112 '],[' 1396 '],[' 1682 '],[' 2091 '],[' 2319 '],[' 2648 '],[' 2990 '],[' 3167 '],[' 1 '],[' 9 ']
Solving...,TA53, , , ,[' 913'],[' 467'],"[' 9.955s (Solving', ' 8.13s 1st Model', ' 0.82s Unsat', ' 0.28s)']",[' 9.781s'], ,[' 755092  '],"[' 20134    (Analyzed', ' 14913)']","[' 95       (Average', ' 156.98 Last', ' 332)']",[' 1088.3  '],"[' 467      (Average Length', ' 283.59 Splits', ' 0)']","[' 14913    (Deleted', ' 7833)']","[' 21       (Ratio', '   0.14%)']","[' 219      (Ratio', '   1.47%)']","[' 14913    (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14913    (Average', ' 29.82 Max', ' 1766 Sum', ' 444681)']","[' 14651    (Average', ' 25.60 Max', ' 1416 Sum', ' 381837 Ratio', '  85.87%)']","[' 262      (Average', ' 239.86 Max', ' 454 Sum', '  62844 Ratio', '  14.13%)']", ,[' 56998   '],[' 1698    '],[' 53392   '],[' 16101   '],"[' 42251    (Atom=Atom', ' 12734 Body=Body', ' 7403 Other', ' 22114)']",[' Yes'],"[' 2736     (Eliminated', '    0 Frozen', ' 2736)']","[' 19       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.375944'],[' 0'], ,[' 0.780638'],[' 0'],[' 0.0561161'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56853e+06'],[' 1.28468e+06'],[' 0'],[' 1.36698e+07'],[' 0'],[' 0'],[' 462 '],[' 741 '],[' 1045 '],[' 1367 '],[' 1663 '],[' 1900 '],[' 2146 '],[' 2483 '],[' 2805 '],[' 3073 '],[' 0 '],[' 10 ']
Solving...,TA54, , , ,[' 817'],[' 419'],"[' 7.967s (Solving', ' 6.26s 1st Model', ' 0.77s Unsat', ' 0.08s)']",[' 7.875s'], ,[' 721580  '],"[' 10661    (Analyzed', ' 6250)']","[' 44       (Average', ' 142.05 Last', ' 359)']",[' 1147.6  '],"[' 419      (Average Length', ' 257.24 Splits', ' 0)']","[' 6250     (Deleted', ' 0)']","[' 13       (Ratio', '   0.21%)']","[' 129      (Ratio', '   2.06%)']","[' 6250     (Average Length', '    7.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6250     (Average', ' 64.65 Max', ' 1671 Sum', ' 404059)']","[' 6028     (Average', ' 56.35 Max', ' 1461 Sum', ' 352165 Ratio', '  87.16%)']","[' 222      (Average', ' 233.76 Max', ' 386 Sum', '  51894 Ratio', '  12.84%)']", ,[' 57054   '],[' 1689    '],[' 53356   '],[' 16075   '],"[' 41970    (Atom=Atom', ' 12645 Body=Body', ' 7375 Other', ' 21950)']",[' Yes'],"[' 2686     (Eliminated', '    0 Frozen', ' 2686)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.316235'],[' 0'], ,[' 0.509531'],[' 0'],[' 0.0475248'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48122e+06'],[' 1.23169e+06'],[' 0'],[' 5.76777e+06'],[' 0'],[' 0'],[' 488 '],[' 801 '],[' 1063 '],[' 1425 '],[' 1715 '],[' 1966 '],[' 2289 '],[' 2484 '],[' 2740 '],[' 3131 '],[' 0 '],[' 10 ']
Solving...,TA55, , , ,[' 901'],[' 461'],"[' 7.939s (Solving', ' 6.18s 1st Model', ' 0.73s Unsat', ' 0.15s)']",[' 7.781s'], ,[' 686698  '],"[' 41269    (Analyzed', ' 15858)']","[' 172      (Average', ' 92.20 Last', ' 713)']",[' 1046.1  '],"[' 461      (Average Length', ' 286.34 Splits', ' 0)']","[' 15858    (Deleted', ' 8846)']","[' 28       (Ratio', '   0.18%)']","[' 282      (Ratio', '   1.78%)']","[' 15858    (Average Length', '    8.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15858    (Average', ' 24.99 Max', ' 1663 Sum', ' 396281)']","[' 15568    (Average', ' 20.07 Max', ' 1312 Sum', ' 318283 Ratio', '  80.32%)']","[' 290      (Average', ' 268.96 Max', ' 471 Sum', '  77998 Ratio', '  19.68%)']", ,[' 56482   '],[' 1653    '],[' 52980   '],[' 15773   '],"[' 41515    (Atom=Atom', ' 12548 Body=Body', ' 7268 Other', ' 21699)']",[' Yes'],"[' 2691     (Eliminated', '    0 Frozen', ' 2691)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.313709'],[' 0'], ,[' 0.599153'],[' 0'],[' 0.0443199'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50889e+06'],[' 1.21138e+06'],[' 0'],[' 1.32378e+07'],[' 0'],[' 0'],[' 406 '],[' 704 '],[' 1022 '],[' 1308 '],[' 1657 '],[' 1946 '],[' 2235 '],[' 2550 '],[' 2809 '],[' 3096 '],[' 0 '],[' 10 ']
Solving...,TA56, , , ,[' 515'],[' 268'],"[' 8.599s (Solving', ' 7.48s 1st Model', ' 0.38s Unsat', ' 3.38s)']",[' 8.516s'], ,[' 610962  '],"[' 253379   (Analyzed', ' 145478)']","[' 693      (Average', ' 209.92 Last', ' 517)']",[' 974.1   '],"[' 268      (Average Length', ' 188.01 Splits', ' 0)']","[' 145478   (Deleted', ' 134828)']","[' 23       (Ratio', '   0.02%)']","[' 418      (Ratio', '   0.29%)']","[' 145478   (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 145478   (Average', '  2.42 Max', ' 1353 Sum', ' 352279)']","[' 145163   (Average', '  2.04 Max', ' 1321 Sum', ' 297170 Ratio', '  84.36%)']","[' 315      (Average', ' 174.95 Max', ' 292 Sum', '  55109 Ratio', '  15.64%)']", ,[' 56226   '],[' 1656    '],[' 52529   '],[' 15563   '],"[' 40988    (Atom=Atom', ' 12369 Body=Body', ' 7278 Other', ' 21341)']",[' Yes'],"[' 2513     (Eliminated', '    0 Frozen', ' 2513)']","[' 24       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.182303'],[' 0'], ,[' 3.40743'],[' 0'],[' 0.0654509'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55879e+06'],[' 964239'],[' 0'],[' 1.86015e+08'],[' 0'],[' 0'],[' 491 '],[' 821 '],[' 1193 '],[' 1509 '],[' 1819 '],[' 2162 '],[' 2389 '],[' 2690 '],[' 3011 '],[' 3254 '],[' 0 '],[' 10 ']
Solving...,TA57, , , ,[' 719'],[' 370'],"[' 9.475s (Solving', ' 7.62s 1st Model', ' 0.86s Unsat', ' 1.33s)']",[' 9.250s'], ,[' 774876  '],"[' 111075   (Analyzed', ' 97577)']","[' 468      (Average', ' 208.50 Last', ' 1774)']",[' 1082.5  '],"[' 370      (Average Length', ' 242.28 Splits', ' 0)']","[' 97577    (Deleted', ' 86212)']","[' 28       (Ratio', '   0.03%)']","[' 468      (Ratio', '   0.48%)']","[' 97577    (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 97577    (Average', '  5.25 Max', ' 1579 Sum', ' 512460)']","[' 97293    (Average', '  4.68 Max', ' 1350 Sum', ' 456920 Ratio', '  89.16%)']","[' 284      (Average', ' 195.56 Max', ' 362 Sum', '  55540 Ratio', '  10.84%)']", ,[' 56760   '],[' 1679    '],[' 53060   '],[' 15906   '],"[' 41658    (Atom=Atom', ' 12561 Body=Body', ' 7346 Other', ' 21751)']",[' Yes'],"[' 2629     (Eliminated', '    0 Frozen', ' 2629)']","[' 16       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.344269'],[' 0'], ,[' 1.2077'],[' 0'],[' 0.0650394'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74217e+06'],[' 1.28091e+06'],[' 0'],[' 4.03091e+07'],[' 0'],[' 0'],[' 536 '],[' 850 '],[' 1334 '],[' 1653 '],[' 1904 '],[' 2197 '],[' 2417 '],[' 2730 '],[' 3042 '],[' 3326 '],[' 0 '],[' 10 ']
Solving...,TA58, , , ,[' 901'],[' 461'],"[' 11.232s (Solving', ' 9.42s 1st Model', ' 0.53s Unsat', ' 2.99s)']",[' 11.031s'], ,[' 1087006 '],"[' 346016   (Analyzed', ' 308677)']","[' 1127     (Average', ' 273.89 Last', ' 134)']",[' 1105.3  '],"[' 461      (Average Length', ' 285.15 Splits', ' 0)']","[' 308677   (Deleted', ' 296371)']","[' 33       (Ratio', '   0.01%)']","[' 421      (Ratio', '   0.14%)']","[' 308677   (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 308677   (Average', '  2.41 Max', ' 1644 Sum', ' 744618)']","[' 308401   (Average', '  2.18 Max', ' 1323 Sum', ' 672925 Ratio', '  90.37%)']","[' 276      (Average', ' 259.76 Max', ' 438 Sum', '  71693 Ratio', '   9.63%)']", ,[' 56744   '],[' 1651    '],[' 53123   '],[' 15938   '],"[' 41469    (Atom=Atom', ' 12537 Body=Body', ' 7262 Other', ' 21670)']",[' Yes'],"[' 2683     (Eliminated', '    0 Frozen', ' 2683)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.320287'],[' 0'], ,[' 1.76608'],[' 0'],[' 0.0820301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.64073e+06'],[' 1.65988e+06'],[' 0'],[' 6.11076e+07'],[' 0'],[' 0'],[' 452 '],[' 739 '],[' 1114 '],[' 1356 '],[' 1697 '],[' 1965 '],[' 2303 '],[' 2637 '],[' 2870 '],[' 3158 '],[' 0 '],[' 10 ']
Solving...,TA59, , , ,[' 869'],[' 445'],"[' 7.870s (Solving', ' 6.23s 1st Model', ' 0.61s Unsat', ' 0.14s)']",[' 7.828s'], ,[' 749853  '],"[' 54220    (Analyzed', ' 10238)']","[' 244      (Average', ' 41.96 Last', ' 230)']",[' 1130.0  '],"[' 445      (Average Length', ' 276.60 Splits', ' 0)']","[' 10238    (Deleted', ' 1125)']","[' 12       (Ratio', '   0.12%)']","[' 191      (Ratio', '   1.87%)']","[' 10238    (Average Length', '    7.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10238    (Average', ' 38.80 Max', ' 1599 Sum', ' 397194)']","[' 10003    (Average', ' 32.69 Max', ' 1389 Sum', ' 334641 Ratio', '  84.25%)']","[' 235      (Average', ' 266.18 Max', ' 403 Sum', '  62553 Ratio', '  15.75%)']", ,[' 56686   '],[' 1645    '],[' 53056   '],[' 15894   '],"[' 41353    (Atom=Atom', ' 12500 Body=Body', ' 7244 Other', ' 21609)']",[' Yes'],"[' 2663     (Eliminated', '    0 Frozen', ' 2663)']","[' 13       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.32091'],[' 0'], ,[' 0.737133'],[' 0'],[' 0.0464921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62632e+06'],[' 1.30419e+06'],[' 0'],[' 2.21997e+07'],[' 0'],[' 0'],[' 353 '],[' 580 '],[' 919 '],[' 1209 '],[' 1563 '],[' 1932 '],[' 2226 '],[' 2511 '],[' 2735 '],[' 3041 '],[' 0 '],[' 10 ']
Solving...,TA60, , , ,[' 719'],[' 370'],"[' 24.566s (Solving', ' 23.25s 1st Model', ' 0.44s Unsat', ' 18.42s)']",[' 24.375s'], ,[' 1902119 '],"[' 1106719  (Analyzed', ' 1045765)']","[' 2457     (Average', ' 425.63 Last', ' 484)']",[' 1014.0  '],"[' 370      (Average Length', ' 236.50 Splits', ' 0)']","[' 1045765  (Deleted', ' 1025257)']","[' 10       (Ratio', '   0.00%)']","[' 446      (Ratio', '   0.04%)']","[' 1045765  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1045765  (Average', '  1.53 Max', ' 1562 Sum', ' 1600868)']","[' 1045515  (Average', '  1.47 Max', ' 1344 Sum', ' 1540113 Ratio', '  96.20%)']","[' 250      (Average', ' 243.02 Max', ' 365 Sum', '  60755 Ratio', '   3.80%)']", ,[' 56828   '],[' 1655    '],[' 53071   '],[' 15931   '],"[' 41287    (Atom=Atom', ' 12467 Body=Body', ' 7275 Other', ' 21545)']",[' Yes'],"[' 2607     (Eliminated', '    0 Frozen', ' 2607)']","[' 44       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.225128'],[' 0'], ,[' 11.9024'],[' 0'],[' 0.263727'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.10602e+06'],[' 2.49974e+06'],[' 0'],[' 6.86547e+08'],[' 0'],[' 0'],[' 470 '],[' 770 '],[' 988 '],[' 1295 '],[' 1738 '],[' 1986 '],[' 2253 '],[' 2491 '],[' 2803 '],[' 3110 '],[' 0 '],[' 10 ']
