Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1433'],[' 726'],"[' 15.875s (Solving', ' 12.80s 1st Model', ' 1.43s Unsat', ' 0.16s)']",[' 15.813s'], ,[' 1612605 '],"[' 67518    (Analyzed', ' 13295)']","[' 268      (Average', ' 49.61 Last', ' 383)']",[' 1584.7  '],"[' 726      (Average Length', ' 428.34 Splits', ' 0)']","[' 13295    (Deleted', ' 4806)']","[' 22       (Ratio', '   0.17%)']","[' 336      (Ratio', '   2.53%)']","[' 13295    (Average Length', '    8.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13295    (Average', ' 65.43 Max', ' 2484 Sum', ' 869827)']","[' 12985    (Average', ' 54.81 Max', ' 2086 Sum', ' 728751 Ratio', '  83.78%)']","[' 310      (Average', ' 455.08 Max', ' 652 Sum', ' 141076 Ratio', '  16.22%)']", ,[' 77619   '],[' 2458    '],[' 72521   '],[' 22687   '],"[' 59552    (Atom=Atom', ' 17789 Body=Body', ' 10425 Other', ' 31338)']",[' Yes'],"[' 3913     (Eliminated', '    0 Frozen', ' 3913)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.631046'],[' 0'], ,[' 1.36281'],[' 0'],[' 0.108468'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.28319e+06'],[' 2.68673e+06'],[' 0'],[' 3.12162e+07'],[' 0'],[' 0'],[' 542 '],[' 865 '],[' 1293 '],[' 1844 '],[' 2191 '],[' 2473 '],[' 2832 '],[' 3181 '],[' 3391 '],[' 0 '],[' 9 ']
Solving...,TA62, , , ,[' 1775'],[' 897'],"[' 20.035s (Solving', ' 16.31s 1st Model', ' 1.89s Unsat', ' 0.62s)']",[' 19.891s'], ,[' 2107363 '],"[' 28717    (Analyzed', ' 17749)']","[' 105      (Average', ' 169.04 Last', ' 360)']",[' 1686.5  '],"[' 897      (Average Length', ' 509.08 Splits', ' 0)']","[' 17749    (Deleted', ' 6608)']","[' 30       (Ratio', '   0.17%)']","[' 380      (Ratio', '   2.14%)']","[' 17749    (Average Length', '    7.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17749    (Average', ' 69.14 Max', ' 2829 Sum', ' 1227243)']","[' 17407    (Average', ' 59.17 Max', ' 2139 Sum', ' 1050218 Ratio', '  85.58%)']","[' 342      (Average', ' 517.62 Max', ' 793 Sum', ' 177025 Ratio', '  14.42%)']", ,[' 78482   '],[' 2510    '],[' 73375   '],[' 23287   '],"[' 60868    (Atom=Atom', ' 18168 Body=Body', ' 10581 Other', ' 32119)']",[' Yes'],"[' 4119     (Eliminated', '    0 Frozen', ' 4119)']","[' 16       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.808502'],[' 0'], ,[' 1.83268'],[' 0'],[' 0.148936'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.13435e+06'],[' 3.45717e+06'],[' 0'],[' 3.95268e+07'],[' 0'],[' 0'],[' 584 '],[' 934 '],[' 1262 '],[' 1763 '],[' 2133 '],[' 2392 '],[' 2764 '],[' 3104 '],[' 3336 '],[' 0 '],[' 9 ']
Solving...,TA63, , , ,[' 1681'],[' 850'],"[' 18.715s (Solving', ' 15.08s 1st Model', ' 1.72s Unsat', ' 0.12s)']",[' 18.734s'], ,[' 1830031 '],"[' 17664    (Analyzed', ' 7250)']","[' 45       (Average', ' 161.11 Last', ' 142)']",[' 1590.9  '],"[' 850      (Average Length', ' 480.22 Splits', ' 0)']","[' 7250     (Deleted', ' 0)']","[' 34       (Ratio', '   0.47%)']","[' 303      (Ratio', '   4.18%)']","[' 7250     (Average Length', '    7.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7250     (Average', ' 149.48 Max', ' 2570 Sum', ' 1083766)']","[' 6815     (Average', ' 122.12 Max', ' 1963 Sum', ' 885366 Ratio', '  81.69%)']","[' 435      (Average', ' 456.09 Max', ' 725 Sum', ' 198400 Ratio', '  18.31%)']", ,[' 77769   '],[' 2457    '],[' 72751   '],[' 22831   '],"[' 59897    (Atom=Atom', ' 17909 Body=Body', ' 10422 Other', ' 31566)']",[' Yes'],"[' 4002     (Eliminated', '    0 Frozen', ' 4002)']","[' 19       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.787522'],[' 0'], ,[' 1.36221'],[' 0'],[' 0.122063'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.82015e+06'],[' 3.18823e+06'],[' 0'],[' 1.59953e+07'],[' 0'],[' 0'],[' 614 '],[' 916 '],[' 1319 '],[' 1635 '],[' 1991 '],[' 2280 '],[' 2603 '],[' 2919 '],[' 3157 '],[' 0 '],[' 9 ']
Solving...,TA64, , , ,[' 1435'],[' 727'],"[' 39.500s (Solving', ' 36.52s 1st Model', ' 1.33s Unsat', ' 24.40s)']",[' 39.313s'], ,[' 3623584 '],"[' 1445548  (Analyzed', ' 1403782)']","[' 3380     (Average', ' 415.32 Last', ' 9215)']",[' 1546.9  '],"[' 727      (Average Length', ' 422.88 Splits', ' 0)']","[' 1403782  (Deleted', ' 1369096)']","[' 16       (Ratio', '   0.00%)']","[' 572      (Ratio', '   0.04%)']","[' 1403782  (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1403782  (Average', '  2.07 Max', ' 2271 Sum', ' 2911523)']","[' 1403370  (Average', '  1.95 Max', ' 2004 Sum', ' 2743804 Ratio', '  94.24%)']","[' 412      (Average', ' 407.08 Max', ' 667 Sum', ' 167719 Ratio', '   5.76%)']", ,[' 78095   '],[' 2497    '],[' 72898   '],[' 22975   '],"[' 60170    (Atom=Atom', ' 17944 Body=Body', ' 10541 Other', ' 31685)']",[' Yes'],"[' 3944     (Eliminated', '    0 Frozen', ' 3944)']","[' 57       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.625909'],[' 0'], ,[' 15.5487'],[' 0'],[' 0.494353'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.71448e+06'],[' 4.88248e+06'],[' 0'],[' 7.65585e+08'],[' 0'],[' 0'],[' 515 '],[' 1143 '],[' 1483 '],[' 1917 '],[' 2082 '],[' 2333 '],[' 2667 '],[' 2931 '],[' 3170 '],[' 0 '],[' 9 ']
Solving...,TA65, , , ,[' 1663'],[' 841'],"[' 71.132s (Solving', ' 67.57s 1st Model', ' 1.77s Unsat', ' 52.91s)']",[' 70.813s'], ,[' 4626391 '],"[' 2017798  (Analyzed', ' 2005903)']","[' 4230     (Average', ' 474.21 Last', ' 66259)']",[' 1721.8  '],"[' 841      (Average Length', ' 479.71 Splits', ' 0)']","[' 2005903  (Deleted', ' 1969549)']","[' 19       (Ratio', '   0.00%)']","[' 639      (Ratio', '   0.03%)']","[' 2005903  (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2005903  (Average', '  1.82 Max', ' 2743 Sum', ' 3658111)']","[' 2005608  (Average', '  1.76 Max', ' 2743 Sum', ' 3539463 Ratio', '  96.76%)']","[' 295      (Average', ' 402.20 Max', ' 725 Sum', ' 118648 Ratio', '   3.24%)']", ,[' 78519   '],[' 2491    '],[' 73251   '],[' 23271   '],"[' 60451    (Atom=Atom', ' 18036 Body=Body', ' 10524 Other', ' 31891)']",[' Yes'],"[' 4042     (Eliminated', '    0 Frozen', ' 4042)']","[' 98       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.779572'],[' 0'], ,[' 39.2127'],[' 0'],[' 0.659083'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12711e+07'],[' 5.95637e+06'],[' 0'],[' 1.99486e+09'],[' 0'],[' 0'],[' 489 '],[' 934 '],[' 1340 '],[' 1575 '],[' 1950 '],[' 2239 '],[' 2605 '],[' 2988 '],[' 3182 '],[' 0 '],[' 9 ']
Solving...,TA66, , , ,[' 1679'],[' 849'],"[' 18.252s (Solving', ' 14.73s 1st Model', ' 1.73s Unsat', ' 0.29s)']",[' 17.891s'], ,[' 1874827 '],"[' 24804    (Analyzed', ' 15074)']","[' 83       (Average', ' 181.61 Last', ' 182)']",[' 1611.5  '],"[' 849      (Average Length', ' 476.90 Splits', ' 0)']","[' 15074    (Deleted', ' 6400)']","[' 24       (Ratio', '   0.16%)']","[' 322      (Ratio', '   2.14%)']","[' 15074    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15074    (Average', ' 71.37 Max', ' 2836 Sum', ' 1075896)']","[' 14742    (Average', ' 60.46 Max', ' 2132 Sum', ' 911317 Ratio', '  84.70%)']","[' 332      (Average', ' 495.72 Max', ' 766 Sum', ' 164579 Ratio', '  15.30%)']", ,[' 78261   '],[' 2498    '],[' 73152   '],[' 23115   '],"[' 60535    (Atom=Atom', ' 18072 Body=Body', ' 10545 Other', ' 31918)']",[' Yes'],"[' 4056     (Eliminated', '    0 Frozen', ' 4056)']","[' 13       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.730472'],[' 0'], ,[' 1.42583'],[' 0'],[' 0.122875'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.73601e+06'],[' 3.11134e+06'],[' 0'],[' 2.09768e+07'],[' 0'],[' 0'],[' 600 '],[' 945 '],[' 1262 '],[' 1606 '],[' 2022 '],[' 2364 '],[' 2709 '],[' 3093 '],[' 3321 '],[' 0 '],[' 9 ']
Solving...,TA67, , , ,[' 1595'],[' 807'],"[' 18.508s (Solving', ' 14.99s 1st Model', ' 1.71s Unsat', ' 0.92s)']",[' 18.453s'], ,[' 1860823 '],"[' 97573    (Analyzed', ' 66793)']","[' 357      (Average', ' 187.10 Last', ' 382)']",[' 1598.8  '],"[' 807      (Average Length', ' 460.88 Splits', ' 0)']","[' 66793    (Deleted', ' 54913)']","[' 26       (Ratio', '   0.04%)']","[' 440      (Ratio', '   0.66%)']","[' 66793    (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 66793    (Average', ' 15.98 Max', ' 2633 Sum', ' 1067385)']","[' 66430    (Average', ' 13.77 Max', ' 2125 Sum', ' 919629 Ratio', '  86.16%)']","[' 363      (Average', ' 407.04 Max', ' 722 Sum', ' 147756 Ratio', '  13.84%)']", ,[' 78473   '],[' 2523    '],[' 73240   '],[' 23270   '],"[' 60809    (Atom=Atom', ' 18128 Body=Body', ' 10619 Other', ' 32062)']",[' Yes'],"[' 4037     (Eliminated', '    0 Frozen', ' 4037)']","[' 31       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.713653'],[' 0'], ,[' 1.73496'],[' 0'],[' 0.130048'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.89394e+06'],[' 3.12654e+06'],[' 0'],[' 3.51342e+07'],[' 0'],[' 0'],[' 541 '],[' 985 '],[' 1402 '],[' 1674 '],[' 2058 '],[' 2406 '],[' 2748 '],[' 3104 '],[' 3314 '],[' 0 '],[' 9 ']
Solving...,TA68, , , ,[' 1385'],[' 702'],"[' 16.295s (Solving', ' 13.10s 1st Model', ' 1.48s Unsat', ' 0.14s)']",[' 16.344s'], ,[' 1693097 '],"[' 50903    (Analyzed', ' 9368)']","[' 127      (Average', ' 73.76 Last', ' 413)']",[' 1637.6  '],"[' 702      (Average Length', ' 414.07 Splits', ' 0)']","[' 9368     (Deleted', ' 1687)']","[' 19       (Ratio', '   0.20%)']","[' 201      (Ratio', '   2.15%)']","[' 9368     (Average Length', '    8.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9368     (Average', ' 100.57 Max', ' 2425 Sum', ' 942175)']","[' 9004     (Average', ' 85.79 Max', ' 2040 Sum', ' 803644 Ratio', '  85.30%)']","[' 364      (Average', ' 380.58 Max', ' 597 Sum', ' 138531 Ratio', '  14.70%)']", ,[' 77592   '],[' 2452    '],[' 72455   '],[' 22657   '],"[' 59420    (Atom=Atom', ' 17739 Body=Body', ' 10406 Other', ' 31275)']",[' Yes'],"[' 3892     (Eliminated', '    0 Frozen', ' 3892)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.678878'],[' 0'], ,[' 1.40206'],[' 0'],[' 0.109808'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.46581e+06'],[' 2.87388e+06'],[' 0'],[' 3.01786e+07'],[' 0'],[' 0'],[' 519 '],[' 979 '],[' 1320 '],[' 1593 '],[' 1998 '],[' 2301 '],[' 2546 '],[' 2884 '],[' 3146 '],[' 0 '],[' 9 ']
Solving...,TA69, , , ,[' 1591'],[' 805'],"[' 19.576s (Solving', ' 16.13s 1st Model', ' 1.61s Unsat', ' 2.34s)']",[' 19.531s'], ,[' 1932735 '],"[' 205459   (Analyzed', ' 169636)']","[' 679      (Average', ' 249.83 Last', ' 1707)']",[' 1599.3  '],"[' 805      (Average Length', ' 463.12 Splits', ' 0)']","[' 169636   (Deleted', ' 157178)']","[' 21       (Ratio', '   0.01%)']","[' 426      (Ratio', '   0.25%)']","[' 169636   (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 169636   (Average', '  6.90 Max', ' 2565 Sum', ' 1171233)']","[' 169238   (Average', '  5.83 Max', ' 2055 Sum', ' 988207 Ratio', '  84.37%)']","[' 398      (Average', ' 459.86 Max', ' 719 Sum', ' 183026 Ratio', '  15.63%)']", ,[' 77899   '],[' 2517    '],[' 72903   '],[' 22934   '],"[' 60694    (Atom=Atom', ' 18104 Body=Body', ' 10602 Other', ' 31988)']",[' Yes'],"[' 4044     (Eliminated', '    0 Frozen', ' 4044)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.709668'],[' 0'], ,[' 2.43908'],[' 0'],[' 0.149908'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.28769e+06'],[' 3.28938e+06'],[' 0'],[' 6.50601e+07'],[' 0'],[' 0'],[' 690 '],[' 1093 '],[' 1540 '],[' 1861 '],[' 2202 '],[' 2539 '],[' 2855 '],[' 3157 '],[' 3417 '],[' 0 '],[' 9 ']
Solving...,TA70, , , ,[' 1639'],[' 829'],"[' 18.387s (Solving', ' 14.97s 1st Model', ' 1.69s Unsat', ' 0.75s)']",[' 18.375s'], ,[' 1892832 '],"[' 82881    (Analyzed', ' 42625)']","[' 317      (Average', ' 134.46 Last', ' 2114)']",[' 1606.7  '],"[' 829      (Average Length', ' 479.83 Splits', ' 0)']","[' 42625    (Deleted', ' 33022)']","[' 16       (Ratio', '   0.04%)']","[' 434      (Ratio', '   1.02%)']","[' 42625    (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 42625    (Average', ' 27.26 Max', ' 2388 Sum', ' 1161866)']","[' 42156    (Average', ' 21.75 Max', ' 1995 Sum', ' 927159 Ratio', '  79.80%)']","[' 469      (Average', ' 500.44 Max', ' 740 Sum', ' 234707 Ratio', '  20.20%)']", ,[' 77091   '],[' 2538    '],[' 72500   '],[' 22457   '],"[' 61082    (Atom=Atom', ' 18210 Body=Body', ' 10664 Other', ' 32208)']",[' Yes'],"[' 4086     (Eliminated', '    0 Frozen', ' 4086)']","[' 36       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.720354'],[' 0'], ,[' 1.85538'],[' 0'],[' 0.129619'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.91964e+06'],[' 3.21394e+06'],[' 0'],[' 4.77462e+07'],[' 0'],[' 0'],[' 623 '],[' 1046 '],[' 1464 '],[' 1981 '],[' 2373 '],[' 2786 '],[' 2993 '],[' 3338 '],[' 3523 '],[' 0 '],[' 9 ']
